Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,Year,Quarter_single,HBName
2019Q1,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,259,428,1.652509653,NA,258,1280,4,NA,2019,Q1,NHS Lothian
2019Q2,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,404,767,1.898514851,NA,391,1336,3,NA,2019,Q2,NHS Lothian
2019Q3,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,482,907,1.881742739,NA,470,1644,3,NA,2019,Q3,NHS Lothian
2019Q4,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,295,541,1.833898305,NA,286,1721,6,NA,2019,Q4,NHS Lothian
2020Q1,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,193,333,1.725388601,NA,194,1310,6,NA,2020,Q1,NHS Lothian
2020Q2,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,139,254,1.827338129,NA,136,470,3,NA,2020,Q2,NHS Lothian
2020Q3,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,221,302,1.366515837,NA,208,444,2,NA,2020,Q3,NHS Lothian
2020Q4,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,145,235,1.620689655,NA,141,396,2,NA,2020,Q4,NHS Lothian
2021Q1,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,125,333,2.664,NA,119,670,5,NA,2021,Q1,NHS Lothian
2021Q2,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,174,291,1.672413793,NA,156,749,4,NA,2021,Q2,NHS Lothian
2021Q3,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,219,570,2.602739726,NA,214,1018,4,NA,2021,Q3,NHS Lothian
2021Q4,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,158,420,2.658227848,NA,155,931,6,NA,2021,Q4,NHS Lothian
2022Q1,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,122,372,3.049180328,NA,114,632,5,NA,2022,Q1,NHS Lothian
2022Q2,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,223,653,2.928251121,NA,211,997,4,NA,2022,Q2,NHS Lothian
2022Q3,NA,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,260,793,3.05,NA,248,1382,5,NA,2022,Q3,NHS Lothian
2022Q4,p,S08000024,NA,S08000024,d,Emergency Inpatients,NA,NA,:,180,575,3.194444444,NA,175,1611,9,NA,2022,Q4,NHS Lothian
2018Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2018,Q1,NHS Orkney
2018Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2018,Q2,NHS Orkney
2018Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,5,0,0,NA,5,0,0,NA,2018,Q3,NHS Orkney
2018Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,0,8,NA,z,2018,Q4,NHS Orkney
2019Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2019,Q1,NHS Orkney
2019Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,0,5,NA,z,2019,Q2,NHS Orkney
2019Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,0,5,NA,z,2019,Q4,NHS Orkney
2020Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2020,Q1,NHS Orkney
2020Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2020,Q2,NHS Orkney
2020Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2020,Q3,NHS Orkney
2020Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2020,Q4,NHS Orkney
2021Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2021,Q2,NHS Orkney
2021Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,5,11,2,NA,2021,Q3,NHS Orkney
2022Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2022,Q2,NHS Orkney
2022Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2022,Q3,NHS Orkney
2017Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,69,222,3.217391304,NA,69,534,7,NA,2017,Q4,NHS Orkney
2018Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,82,292,3.56097561,NA,79,507,6,NA,2018,Q1,NHS Orkney
2018Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,79,235,2.974683544,NA,78,507,6,NA,2018,Q2,NHS Orkney
2018Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,90,208,2.311111111,NA,91,572,6,NA,2018,Q3,NHS Orkney
2018Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,89,263,2.95505618,NA,89,564,6,NA,2018,Q4,NHS Orkney
2019Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,76,292,3.842105263,NA,74,480,6,NA,2019,Q1,NHS Orkney
2019Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,63,173,2.746031746,NA,66,566,8,NA,2019,Q2,NHS Orkney
2019Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,82,241,2.93902439,NA,84,422,5,NA,2019,Q3,NHS Orkney
2019Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,82,401,4.890243902,NA,79,536,6,NA,2019,Q4,NHS Orkney
2020Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,75,351,4.68,NA,74,653,8,NA,2020,Q1,NHS Orkney
2020Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,63,251,3.984126984,NA,65,516,7,NA,2020,Q2,NHS Orkney
2020Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,81,206,2.543209877,NA,79,349,4,NA,2020,Q3,NHS Orkney
2020Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,67,369,5.507462687,NA,65,426,6,NA,2020,Q4,NHS Orkney
2021Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,76,229,3.013157895,NA,74,481,6,NA,2021,Q1,NHS Orkney
2021Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,90,299,3.322222222,NA,90,1083,12,NA,2021,Q2,NHS Orkney
2021Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,97,310,3.195876289,NA,95,667,7,NA,2021,Q3,NHS Orkney
2021Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,76,471,6.197368421,NA,76,821,10,NA,2021,Q4,NHS Orkney
2022Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,93,334,3.591397849,NA,90,551,6,NA,2022,Q1,NHS Orkney
2022Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,84,197,2.345238095,NA,90,692,7,NA,2022,Q2,NHS Orkney
2022Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,68,357,5.25,NA,66,742,11,NA,2022,Q3,NHS Orkney
2022Q4,p,S08000025,NA,S08000025,d,Emergency Inpatients,NA,2,NA,70,318,4.542857143,NA,73,629,8,NA,2022,Q4,NHS Orkney
2017Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,95,348,3.663157895,NA,95,733,7,NA,2017,Q4,NHS Orkney
2018Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,99,324,3.272727273,NA,100,812,8,NA,2018,Q1,NHS Orkney
2018Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,107,300,2.803738318,NA,106,660,6,NA,2018,Q2,NHS Orkney
2018Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,99,323,3.262626263,NA,99,661,6,NA,2018,Q3,NHS Orkney
2018Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,91,299,3.285714286,NA,95,586,6,NA,2018,Q4,NHS Orkney
2019Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,86,333,3.872093023,NA,79,415,5,NA,2019,Q1,NHS Orkney
2019Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,103,326,3.165048544,NA,103,739,7,NA,2019,Q2,NHS Orkney
2019Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,88,366,4.159090909,NA,90,814,9,NA,2019,Q3,NHS Orkney
2019Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,88,406,4.613636364,NA,87,568,6,NA,2019,Q4,NHS Orkney
2020Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,91,405,4.450549451,NA,91,784,8,NA,2020,Q1,NHS Orkney
2020Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,50,268,5.36,NA,50,500,10,NA,2020,Q2,NHS Orkney
2020Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,86,386,4.488372093,NA,85,583,6,NA,2020,Q3,NHS Orkney
2020Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,89,404,4.539325843,NA,85,820,9,NA,2020,Q4,NHS Orkney
2021Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,82,371,4.524390244,NA,84,719,8,NA,2021,Q1,NHS Orkney
2021Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,84,382,4.547619048,NA,85,919,10,NA,2021,Q2,NHS Orkney
2021Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,90,330,3.666666667,NA,90,633,7,NA,2021,Q3,NHS Orkney
2021Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,87,353,4.057471264,NA,87,606,6,NA,2021,Q4,NHS Orkney
2022Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,77,453,5.883116883,NA,77,634,8,NA,2022,Q1,NHS Orkney
2022Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,90,396,4.4,NA,93,830,8,NA,2022,Q2,NHS Orkney
2022Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,91,736,8.087912088,NA,90,798,8,NA,2022,Q3,NHS Orkney
2022Q4,p,S08000025,NA,S08000025,d,Emergency Inpatients,NA,3,NA,71,551,7.76056338,NA,70,657,9,NA,2022,Q4,NHS Orkney
2017Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,253,902,3.565217391,NA,249,1884,7,NA,2017,Q4,NHS Orkney
2018Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,233,804,3.450643777,NA,230,1519,6,NA,2018,Q1,NHS Orkney
2018Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,240,657,2.7375,NA,241,1713,7,NA,2018,Q2,NHS Orkney
2018Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,234,765,3.269230769,NA,240,1985,8,NA,2018,Q3,NHS Orkney
2018Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,262,907,3.461832061,NA,250,1687,6,NA,2018,Q4,NHS Orkney
2019Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,254,913,3.5944881889999998,NA,258,2064,8,NA,2019,Q1,NHS Orkney
2019Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,224,791,3.53125,NA,224,2244,10,NA,2019,Q2,NHS Orkney
2019Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,217,809,3.728110599,NA,218,1457,6,NA,2019,Q3,NHS Orkney
2019Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,255,999,3.917647059,NA,254,1767,6,NA,2019,Q4,NHS Orkney
2020Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,236,991,4.199152542,NA,239,1795,7,NA,2020,Q1,NHS Orkney
2020Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,207,731,3.531400966,NA,205,1605,7,NA,2020,Q2,NHS Orkney
2020Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,250,972,3.888,NA,249,1500,6,NA,2020,Q3,NHS Orkney
2020Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,283,1355,4.787985866,NA,280,1774,6,NA,2020,Q4,NHS Orkney
2021Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,280,886,3.164285714,NA,278,1661,5,NA,2021,Q1,NHS Orkney
2021Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,275,1137,4.134545455,NA,271,1893,6,NA,2021,Q2,NHS Orkney
2021Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,280,1017,3.632142857,NA,279,1964,7,NA,2021,Q3,NHS Orkney
2021Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,284,1318,4.64084507,NA,278,1945,6,NA,2021,Q4,NHS Orkney
2022Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,255,917,3.596078431,NA,255,2351,9,NA,2022,Q1,NHS Orkney
2022Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,244,1024,4.196721311,NA,248,2570,10,NA,2022,Q2,NHS Orkney
2022Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,217,864,3.98156682,NA,214,1965,9,NA,2022,Q3,NHS Orkney
2022Q4,p,S08000025,NA,S08000025,d,Emergency Inpatients,NA,4,NA,262,1089,4.15648855,NA,270,2135,7,NA,2022,Q4,NHS Orkney
2017Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,14,NA,z,0,26,NA,z,2017,Q4,NHS Orkney
2018Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,236,NA,z,2018,Q1,NHS Orkney
2018Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,5,NA,z,2018,Q2,NHS Orkney
2018Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,2018,Q3,NHS Orkney
2019Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,21,4,NA,2019,Q2,NHS Orkney
2019Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,0,0,NA,5,0,0,NA,2019,Q3,NHS Orkney
2020Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,11,2.2,NA,5,11,2,NA,2020,Q1,NHS Orkney
2020Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,2020,Q2,NHS Orkney
2020Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,2020,Q3,NHS Orkney
2020Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,5,NA,z,0,5,NA,z,2020,Q4,NHS Orkney
2021Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,8,1.6,NA,5,8,1,NA,2021,Q2,NHS Orkney
2021Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,11,2.2,NA,5,17,3,NA,2021,Q3,NHS Orkney
2021Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,16,3,NA,2021,Q4,NHS Orkney
2022Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,10,2,NA,5,15,3,NA,2022,Q1,NHS Orkney
2022Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,5,5,1,NA,5,22,4,NA,2022,Q2,NHS Orkney
2022Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,16,NA,z,0,16,NA,z,2022,Q3,NHS Orkney
2022Q4,p,S08000025,NA,S08000025,d,Emergency Inpatients,NA,5,NA,0,0,NA,z,0,0,NA,z,2022,Q4,NHS Orkney
2017Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,5,9,1.8,NA,5,9,1,NA,2017,Q4,NHS Orkney
2018Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,5,5,1,NA,5,5,1,NA,2018,Q1,NHS Orkney
2018Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,19,43,2.263157895,NA,20,60,3,NA,2018,Q2,NHS Orkney
2018Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,28,43,1.535714286,NA,30,119,3,NA,2018,Q3,NHS Orkney
2018Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,5,5,1,NA,5,5,1,NA,2018,Q4,NHS Orkney
2019Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,10,31,3.1,NA,10,40,4,NA,2019,Q1,NHS Orkney
2019Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,20,29,1.45,NA,21,68,3,NA,2019,Q2,NHS Orkney
2019Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,15,35,2.333333333,NA,15,35,2,NA,2019,Q3,NHS Orkney
2019Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,13,27,2.076923077,NA,15,47,3,NA,2019,Q4,NHS Orkney
2020Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,0,0,NA,z,0,0,NA,z,2020,Q1,NHS Orkney
2020Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,10,20,2,NA,10,55,5,NA,2020,Q3,NHS Orkney
2021Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,0,10,NA,z,0,10,NA,z,2021,Q1,NHS Orkney
2021Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,13,23,1.769230769,NA,13,33,2,NA,2021,Q2,NHS Orkney
2021Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,20,40,2,NA,18,69,3,NA,2021,Q3,NHS Orkney
2021Q4,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,5,13,2.6,NA,5,27,5,NA,2021,Q4,NHS Orkney
2022Q1,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,5,16,3.2,NA,5,16,3,NA,2022,Q1,NHS Orkney
2022Q2,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,15,19,1.266666667,NA,12,30,2,NA,2022,Q2,NHS Orkney
2022Q3,NA,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,22,60,2.727272727,NA,23,91,3,NA,2022,Q3,NHS Orkney
2022Q4,p,S08000025,NA,S08000025,d,Emergency Inpatients,NA,NA,:,5,10,2,NA,5,19,3,NA,2022,Q4,NHS Orkney
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,85,NA,z,2017,Q4,NHS Shetland
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,11,2.2,NA,5,11,2,NA,2018,Q1,NHS Shetland
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2018,Q2,NHS Shetland
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,8,1.6,NA,5,9,1,NA,2018,Q3,NHS Shetland
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,0,5,NA,z,2018,Q4,NHS Shetland
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,9,1.8,NA,5,18,3,NA,2019,Q1,NHS Shetland
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,10,2,NA,5,10,2,NA,2019,Q2,NHS Shetland
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,0,0,NA,5,30,6,NA,2019,Q3,NHS Shetland
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,13,2.6,NA,5,15,3,NA,2019,Q4,NHS Shetland
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,8,NA,z,0,8,NA,z,2020,Q2,NHS Shetland
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,13,NA,z,2020,Q3,NHS Shetland
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2020,Q4,NHS Shetland
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,10,2,NA,5,22,4,NA,2021,Q1,NHS Shetland
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,0,NA,z,0,0,NA,z,2021,Q2,NHS Shetland
2021Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,11,2.2,NA,5,11,2,NA,2021,Q3,NHS Shetland
2021Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,0,5,NA,z,0,5,NA,z,2021,Q4,NHS Shetland
2022Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,10,2,NA,5,10,2,NA,2022,Q1,NHS Shetland
2022Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,10,2,NA,5,10,2,NA,2022,Q2,NHS Shetland
2022Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,5,1,NA,5,51,10,NA,2022,Q3,NHS Shetland
2022Q4,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,1,NA,5,20,4,NA,5,20,4,NA,2022,Q4,NHS Shetland
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,47,177,3.765957447,NA,46,182,3,NA,2017,Q4,NHS Shetland
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,42,165,3.928571429,NA,42,265,6,NA,2018,Q1,NHS Shetland
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,44,197,4.477272727,NA,43,350,8,NA,2018,Q2,NHS Shetland
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,58,137,2.362068966,NA,58,177,3,NA,2018,Q3,NHS Shetland
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,56,171,3.053571429,NA,57,181,3,NA,2018,Q4,NHS Shetland
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,48,225,4.6875,NA,45,219,4,NA,2019,Q1,NHS Shetland
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,53,166,3.132075472,NA,55,275,5,NA,2019,Q2,NHS Shetland
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,38,217,5.710526316,NA,35,222,6,NA,2019,Q3,NHS Shetland
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,27,148,5.481481481,NA,25,221,8,NA,2019,Q4,NHS Shetland
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,47,220,4.680851064,NA,47,324,6,NA,2020,Q1,NHS Shetland
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,36,78,2.166666667,NA,35,154,4,NA,2020,Q2,NHS Shetland
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,45,209,4.644444444,NA,47,315,6,NA,2020,Q3,NHS Shetland
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,36,132,3.666666667,NA,35,230,6,NA,2020,Q4,NHS Shetland
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,42,112,2.666666667,NA,41,211,5,NA,2021,Q1,NHS Shetland
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,34,96,2.823529412,NA,35,144,4,NA,2021,Q2,NHS Shetland
2021Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,41,112,2.731707317,NA,43,260,6,NA,2021,Q3,NHS Shetland
2021Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,36,193,5.361111111,NA,35,207,5,NA,2021,Q4,NHS Shetland
2022Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,40,185,4.625,NA,43,261,6,NA,2022,Q1,NHS Shetland
2022Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,42,108,2.571428571,NA,42,180,4,NA,2022,Q2,NHS Shetland
2022Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,46,225,4.891304348,NA,45,326,7,NA,2022,Q3,NHS Shetland
2022Q4,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,2,NA,41,127,3.097560976,NA,41,144,3,NA,2022,Q4,NHS Shetland
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,215,790,3.674418605,NA,212,957,4,NA,2017,Q4,NHS Shetland
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,192,717,3.734375,NA,188,965,5,NA,2018,Q1,NHS Shetland
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,174,644,3.701149425,NA,177,1032,5,NA,2018,Q2,NHS Shetland
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,178,792,4.449438202,NA,176,991,5,NA,2018,Q3,NHS Shetland
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,176,507,2.880681818,NA,175,806,4,NA,2018,Q4,NHS Shetland
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,174,689,3.959770115,NA,173,1034,5,NA,2019,Q1,NHS Shetland
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,3,NA,200,977,4.885,NA,195,1219,6,NA,2019,Q2,NHS Shetland
